Date,0
2025-10-01,1.0
2025-10-02,1.0
2025-10-03,1.0
2025-10-06,1.0
2025-10-07,1.0
2025-10-08,1.0
2025-10-09,1.0
2025-10-10,1.0
2025-10-13,1.0
2025-10-14,1.0
2025-10-15,1.0
2025-10-16,1.0
2025-10-17,1.0
2025-10-20,1.0
2025-10-21,1.0
2025-10-22,1.0
2025-10-23,1.0
2025-10-24,1.0
2025-10-27,1.0
2025-10-28,1.0
2025-10-29,1.0117465093614395
2025-10-30,0.9987726307611107
2025-10-31,1.001764058262674
2025-11-03,1.0117046904693114
2025-11-04,0.9883112998754632
2025-11-05,0.9949968371318206
2025-11-06,0.9810501637040137
2025-11-07,0.968833465679424
2025-11-10,0.9955216824116491
2025-11-11,0.9948500343815494
2025-11-12,0.9909507919152392
2025-11-13,0.9774678126954035
2025-11-14,0.9754714688539019
2025-11-17,0.9782101258469996
2025-11-18,0.9777183993614986
2025-11-19,0.9845348438363928
2025-11-20,0.9805730693369217
2025-11-21,0.9877779055524301
2025-11-24,1.0018001911054317
2025-11-25,1.0056522173269684
2025-11-26,1.003563692914925
2025-11-28,1.004374538688221
2025-12-01,1.0036896492004987
2025-12-02,1.006570832137808
2025-12-03,1.0164214454862395
2025-12-04,1.0158007367976702
2025-12-05,1.0173955819578846
2025-12-08,1.0042736009223412
2025-12-09,1.0087439550595876
2025-12-10,1.0151404504220305
2025-12-11,1.004224387918137
2025-12-12,1.001490904845729
2025-12-15,1.0062623377374789
2025-12-16,1.011997528499824
2025-12-17,0.9926173170839458
2025-12-18,0.9998739076568551
2025-12-19,0.9988964593733478
2025-12-22,1.0022882761232346
2025-12-23,1.0008603735489185
2025-12-24,1.0012379817790804
2025-12-26,0.9983351514677222
2025-12-29,0.9889123145300152
2025-12-30,0.9861817071791673
2025-12-31,0.9810631343806809
2026-01-02,0.975006946354547
2026-01-05,0.9756958162851813
2026-01-06,0.9729058651404804
2026-01-07,0.9802437510780816
2026-01-08,0.9789261362541156
2026-01-09,0.9809683501340695
2026-01-12,0.9835815197738451
2026-01-13,0.9870193498228698
2026-01-14,0.9844101161554851
2026-01-15,0.982183594756094
